id,author,publisher,booktitle,language,mainImage,price,quantity,desc
8509,Jamie McGuire,2011,"Eden (Providence, #3)",,https://images.gr-assets.com/books/1404485327m/13417946.jpg,30000,50,Ok
8510,Margaret Peterson Haddix,2005,"Among the Enemy (Shadow Children, #6)",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8511,Amy A. Bartol,2012,"Incendiary (The Premonition, #4)",en-US,https://images.gr-assets.com/books/1352268218m/13502970.jpg,30000,50,Ok
8512,L. Ron Hubbard,1982,Battlefield Earth: A Saga of the Year 3000,eng,https://images.gr-assets.com/books/1349316024m/769658.jpg,30000,50,Ok
8513,Dave Ramsey,1992,Financial Peace Revisited,,https://images.gr-assets.com/books/1309201190m/129565.jpg,30000,50,Ok
8514,Mary Higgins Clark,1993,I'll Be Seeing You,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8515,Carol Burnett,2010,This Time Together: Laughter and Reflection,eng,https://images.gr-assets.com/books/1320390701m/7521400.jpg,30000,50,Ok
8516,Ruth Ozeki,1998,My Year of Meats,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8517,Octavia E. Butler,2005,Fledgling,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8518,Kristen Ashley,2011,"At Peace (The 'Burg, #2)",en-GB,https://images.gr-assets.com/books/1327913073m/11665750.jpg,30000,50,Ok
8519,"Samuel Shem, John Updike",1978,The House of God,eng,https://images.gr-assets.com/books/1320486672m/401876.jpg,30000,50,Ok
8520,"Ayşe Kulin, John W. Baker",2002,Last Train to Istanbul,eng,https://images.gr-assets.com/books/1370617022m/18045473.jpg,30000,50,Ok
8521,Pam Muñoz Ryan,2015,Echo,eng,https://images.gr-assets.com/books/1460587774m/22749539.jpg,30000,50,Ok
8522,Keri Smith,2007,Wreck This Journal,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8523,"Aleksandr Solzhenitsyn, Edward E. Ericson Jr.",1973,The Gulag Archipelago 1918-1956,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8524,Heinrich Harrer,1952,Seven Years in Tibet,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8525,J. Courtney Sullivan,2009,Commencement ,en-US,https://images.gr-assets.com/books/1392259807m/6080420.jpg,30000,50,Ok
8526,Suzanne Weyn,2004,"The Bar Code Tattoo (Bar Code, #1)",eng,https://images.gr-assets.com/books/1443904058m/592089.jpg,30000,50,Ok
8527,Kresley Cole,2013,"MacRieve (Immortals After Dark, #14)",eng,https://images.gr-assets.com/books/1360517706m/8158992.jpg,30000,50,Ok
8528,Larry Levin,2009,Oogy: The Dog Only a Family Could Love,en-GB,https://images.gr-assets.com/books/1289446928m/8105569.jpg,30000,50,Ok
8529,James Ellroy,1995,"American Tabloid (Underworld USA, #1)",eng,https://images.gr-assets.com/books/1403181563m/36064.jpg,30000,50,Ok
8530,Thomas E. Sniegoski,2010,"The Fallen and Leviathan (The Fallen, #1-2)",eng,https://images.gr-assets.com/books/1282266008m/7124101.jpg,30000,50,Ok
8531,Anne McCaffrey,1989,"The Renegades of Pern (Pern, #10)",,https://images.gr-assets.com/books/1283622741m/20082.jpg,30000,50,Ok
8532,"José Saramago, Giovanni Pontiero",1982,Baltasar and Blimunda,eng,https://images.gr-assets.com/books/1483229660m/2530.jpg,30000,50,Ok
8533,"Rose Levy Beranbaum, Maria Guarnaschelli, Vincent Lee, Manuela Paul, Dean G. Bornstein",1988,The Cake Bible,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8534,Robert  Beatty,2015,"Serafina and the Black Cloak (Serafina, #1)",eng,https://images.gr-assets.com/books/1420158894m/23507745.jpg,30000,50,Ok
8535,"Alan Dean Foster, George Lucas",1976,A New Hope  (Star Wars: Novelizations #4),eng,https://images.gr-assets.com/books/1408936775m/599090.jpg,30000,50,Ok
8536,Nancy Thayer,2009,Summer House,eng,https://images.gr-assets.com/books/1320412131m/6021523.jpg,30000,50,Ok
8537,Sarah Turnbull,2003,Almost French: Love and a New Life in Paris,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8538,Amélie Nothomb,1999,Stupeur et tremblements,fre,https://images.gr-assets.com/books/1336069300m/71458.jpg,30000,50,Ok
8539,Anne Rice,1998,Pandora / Vittorio the Vampire (New Tales of the Vampires),,https://images.gr-assets.com/books/1320491463m/43797.jpg,30000,50,Ok
8540,Candace Bushnell,2011,"Summer and the City (The Carrie Diaries, #2)",en-US,https://images.gr-assets.com/books/1366212836m/9266769.jpg,30000,50,Ok
8541,Jeffery Deaver,2002,"The Stone Monkey (Lincoln Rhyme, #4)",eng,https://images.gr-assets.com/books/1336331827m/142545.jpg,30000,50,Ok
8542,J.D. Robb,2005,"Origin in Death (In Death, #21)",eng,https://images.gr-assets.com/books/1410761398m/210243.jpg,30000,50,Ok
8543,Angela Johnson,2003,"The First Part Last (Heaven, #2)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8544,"Christopher Chabris, Daniel Simons",2010,The Invisible Gorilla: And Other Ways Our Intuitions Deceive Us,eng,https://images.gr-assets.com/books/1320530790m/7783191.jpg,30000,50,Ok
8545,Tami Hoag,2006,"Prior Bad Acts (Kovac and Liska, #3)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8546,Erin Hunter,2007,"Firestar's Quest (Warriors Super Edition, #1)",eng,https://images.gr-assets.com/books/1363488985m/608906.jpg,30000,50,Ok
8547,Steve Toltz,2008,A Fraction of the Whole,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8548,Jon Klassen,2012,This is Not My Hat,eng,https://images.gr-assets.com/books/1360096324m/13531024.jpg,30000,50,Ok
8549,Ramit Sethi,2009,I Will Teach You To Be Rich,eng,https://images.gr-assets.com/books/1404581320m/4924862.jpg,30000,50,Ok
8550,Nelson DeMille,2015,"Radiant Angel (John Corey, #7)",eng,https://images.gr-assets.com/books/1427202729m/23197346.jpg,30000,50,Ok
8551,Jeff Wheeler,2016,"The Queen's Poisoner (Kingfountain, #1)",en-GB,https://images.gr-assets.com/books/1455564888m/29103028.jpg,30000,50,Ok
8552,"Karen Kingsbury, Gary Smalley",2004,"Rejoice (Redemption, #4)",eng,https://images.gr-assets.com/books/1406505041m/11436.jpg,30000,50,Ok
8553,Michio Kaku,2011,Physics of the Future: How Science Will Shape Human Destiny and Our Daily Lives by the Year 2100,eng,https://images.gr-assets.com/books/1320504811m/8492907.jpg,30000,50,Ok
8554,Jennifer Lynn Barnes,2013,"The Naturals (The Naturals, #1)",eng,https://images.gr-assets.com/books/1374862751m/13597723.jpg,30000,50,Ok
8555,"Hergé, Leslie Lonsdale-Cooper, Michael Turner",1960,"Tintin in Tibet (Tintin, #20)",eng,https://images.gr-assets.com/books/1327958643m/87425.jpg,30000,50,Ok
8556,"Henning Mankell, Ebba Segerberg",1997,"Firewall (Wallander, #8)",eng,https://images.gr-assets.com/books/1341858941m/39798.jpg,30000,50,Ok
8557,"Michael Buckley, Peter Ferguson",2008,"Tales From the Hood (The Sisters Grimm, #6)",en-US,https://images.gr-assets.com/books/1397791708m/2073686.jpg,30000,50,Ok
8558,"Charles Bernard Nordhoff, James Norman Hall",1932,"Mutiny on the Bounty (The Bounty Trilogy, #1)",en-US,https://images.gr-assets.com/books/1344266653m/844051.jpg,30000,50,Ok
8559,Ken Akamatsu,1999,"Love Hina, Vol. 01",eng,https://images.gr-assets.com/books/1324954179m/1015311.jpg,30000,50,Ok
8560,"William Arntz, Betsy Chasse, Mark Vicente",2005,What the Bleep Do We Know!?: Discovering the Endless Possibilities for Altering Your Everyday Reality,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8561,Jeff Wheeler,2011,"The Wretched of Muirwood (Legends of Muirwood, #1)",eng,https://images.gr-assets.com/books/1356123105m/15954540.jpg,30000,50,Ok
8562,Johanna Lindsey,1990,"Gentle Rogue (Malory-Anderson Family, #3)",en-US,https://images.gr-assets.com/books/1333636257m/891812.jpg,30000,50,Ok
8563,Terry Pratchett,2015,"The Shepherd's Crown (Discworld, #41; Tiffany Aching, #5)",eng,https://images.gr-assets.com/books/1433600285m/22886868.jpg,30000,50,Ok
8564,"Elizabeth Gaskell, Shirley Foster",1848,Mary Barton,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8565,Joseph Conrad,1904,Nostromo,eng,https://images.gr-assets.com/books/1328865264m/115476.jpg,30000,50,Ok
8566,Ellen Marie Wiseman,2012,The Plum Tree,eng,https://images.gr-assets.com/books/1339438508m/13333093.jpg,30000,50,Ok
8567,"Tsugumi Ohba, Takeshi Obata",2005,"Death Note, Vol. 7: Zero (Death Note, #7)",,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8568,Michael J. Sullivan,2008,"The Crown Conspiracy (The Riyria Revelations, #1)",eng,https://images.gr-assets.com/books/1313141264m/4345290.jpg,30000,50,Ok
8569,Sherrilyn Kenyon,2013,"Styxx (Dark-Hunter, #22)",eng,https://images.gr-assets.com/books/1359269406m/15767586.jpg,30000,50,Ok
8570,"Honoré de Balzac, Sylvia Raphael, Christopher Prendergast",1833,Eugénie Grandet,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8571,"Marcella Hazan, Karin Kretschmann",1992,Essentials of Classic Italian Cooking,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8572,"Arnaldur Indriðason, Bernard Scudder",2001,Silence of the Grave (Inspector Erlendur #4),eng,https://images.gr-assets.com/books/1316131788m/82991.jpg,30000,50,Ok
8573,Jess Rothenberg,2012,The Catastrophic History of You and Me,en-US,https://images.gr-assets.com/books/1327879884m/11387392.jpg,30000,50,Ok
8574,April Henry,2010,"Girl, Stolen (Girl, Stolen #1)",eng,https://images.gr-assets.com/books/1316730155m/7906105.jpg,30000,50,Ok
8575,Obert Skye,2007,"Leven Thumps and the Eyes of the Want (Leven Thumps, #3)",eng,https://images.gr-assets.com/books/1414559844m/1211904.jpg,30000,50,Ok
8576,"Bill O'Reilly, Martin Dugard",2015,Killing Reagan: The Violent Assault That Changed a Presidency,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8577,"Leah Wilson, Jennifer Lynn Barnes, Mary Borsellino, Sarah Rees Brennan, Terri  Clark, Bree Despain, Adrienne Kress, Sarah Darer Littman, Cara Lockwood, Elizabeth M. Rees, Carrie Ryan, Ned Vizzini, Lili Wilkinson, Blythe Woolston",2011,The Girl Who Was on Fire: Your Favorite Authors on Suzanne Collins' Hunger Games Trilogy,en-US,https://images.gr-assets.com/books/1327889490m/8046680.jpg,30000,50,Ok
8578,"Russell Hoban, Lillian Hoban",1970,A Bargain for Frances,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8579,J.D. Robb,2013,"Calculated in Death (In Death, #36)",eng,https://images.gr-assets.com/books/1346079575m/15806231.jpg,30000,50,Ok
8580,Maggie Nelson,2015,The Argonauts,eng,https://images.gr-assets.com/books/1410981835m/22929741.jpg,30000,50,Ok
8581,"Jann S. Wenner, Corey Seymour",2007,Gonzo: The Life of Hunter S. Thompson,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8582,Dominic Smith,2016,The Last Painting of Sara de Vos,eng,https://images.gr-assets.com/books/1494524049m/25664459.jpg,30000,50,Ok
8583,Louise Jensen,2016,The Sister,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8584,Jennifer Estep,2011,"Kiss of Frost (Mythos Academy, #2)",,https://images.gr-assets.com/books/1310420615m/10421530.jpg,30000,50,Ok
8585,David Shannon,2002,Duck On A Bike,eng,https://images.gr-assets.com/books/1328870602m/920780.jpg,30000,50,Ok
8586,Margaret Leroy,2011,The Soldier's Wife,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8587,Jennifer A. Nielsen,2014,"The Shadow Throne (The Ascendance Trilogy, #3)",eng,https://images.gr-assets.com/books/1395418016m/17667561.jpg,30000,50,Ok
8588,Paul Auster,1985,"City of Glass (The New York Trilogy, #1)",eng,https://images.gr-assets.com/books/1309986722m/432.jpg,30000,50,Ok
8589,Machado de Assis,1880,Memórias Póstumas de Brás Cubas,por,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8590,Elizabeth  George,2010,"This Body of Death (Inspector Lynley, #16)",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8591,L.M. Montgomery,1925,"Emily Climbs (Emily, #2)",eng,https://images.gr-assets.com/books/1403189071m/773514.jpg,30000,50,Ok
8592,Jacqueline Carey,2001,"Kushiel's Mercy (Imriel's Trilogy, #3)",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8593,Thomas C. Foster,2003,How to Read Literature Like a Professor: A Lively and Entertaining Guide to Reading Between the Lines,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8594,Orson Scott Card,2011,"Shadows in Flight (Ender's Shadow, #5)",en-GB,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8595,Ilona Andrews,2014,"Burn for Me (Hidden Legacy, #1)",eng,https://images.gr-assets.com/books/1396368355m/20705702.jpg,30000,50,Ok
8596,Robert Crais,2008,"Chasing Darkness (Elvis Cole, #12)",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8597,Lauren Myracle,2004,"ttyl (Internet Girls, #1)",en-US,https://images.gr-assets.com/books/1350771009m/301023.jpg,30000,50,Ok
8598,Bruce Campbell,2001,If Chins Could Kill: Confessions of a B-Movie Actor,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8599,"Matsuri Hino, Tomo Kimura",2006,"Vampire Knight, Vol. 4 (Vampire Knight, #4)",eng,https://images.gr-assets.com/books/1318835401m/1898916.jpg,30000,50,Ok
8600,"Denis Johnson, Bettina Abarbanell",2002,Train Dreams,ger,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8601,Rolf Dobelli,2011,The Art of Thinking Clearly,,https://images.gr-assets.com/books/1364848267m/16248196.jpg,30000,50,Ok
8602,Ellen Stoll Walsh,1989,Mouse Paint,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8603,L.D. Davis,2012,"Accidentally on Purpose (Accidentally on Purpose, #1)",eng,https://images.gr-assets.com/books/1465749207m/13601550.jpg,30000,50,Ok
8604,Ulrich Bischoff,1990,Edvard Munch: 1863-1944 (Basic Art),,https://images.gr-assets.com/books/1381324687m/901680.jpg,30000,50,Ok
8605,"Charles Harrison, Paul Wood",2002,Art in Theory 1900 - 2000: An Anthology of Changing Ideas,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8606,"Hervé Tullet, Christopher Franceschelli",2010,Press Here,en-US,https://images.gr-assets.com/books/1327934372m/9677870.jpg,30000,50,Ok
8607,Robert Muchamore,2005,"The Killing (Cherub, #4)",eng,https://images.gr-assets.com/books/1409557087m/828483.jpg,30000,50,Ok
8608,Harlan Coben,1999,Darkest Fear (Myron Bolitar #7),eng,https://images.gr-assets.com/books/1315745037m/43929.jpg,30000,50,Ok
8609,"Alfred Tennyson, Charles Keeping",1833,The Lady of Shalott,en-US,https://images.gr-assets.com/books/1400891098m/724371.jpg,30000,50,Ok
8610,Lisi Harrison,2005,"Revenge of the Wannabes (The Clique, #3)",,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8611,"Friedrich Nietzsche, Douglas Smith",1887,On the Genealogy of Morals,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8612,"Jamie Delano, John Ridgway, Alfredo Alcalá",1988,Hellblazer: Original Sins,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8613,"Jane Lynch, Lisa Dickey",2011,Happy Accidents: A Memoir,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8614,Jonathan Renshaw,2015,"Dawn of Wonder (The Wakening, #1)",eng,https://images.gr-assets.com/books/1450681609m/25451852.jpg,30000,50,Ok
8615,J.D. Robb,2012,"Celebrity in Death (In Death, #34)",eng,https://images.gr-assets.com/books/1328318908m/13007638.jpg,30000,50,Ok
8616,سلطان موسى الموسى,2014,أقوم قيلا,ara,https://images.gr-assets.com/books/1394163349m/21394850.jpg,30000,50,Ok
8617,"Walter Moers, John Brownjohn",1999,"The 13½ Lives of Captain Bluebear (Zamonia, #1)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8618,Antonia Fraser,1992,The Wives of Henry VIII,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8619,Shel Silverstein,2011,Every Thing on It,,https://images.gr-assets.com/books/1331416624m/10659536.jpg,30000,50,Ok
8620,Raymond Briggs,1978,The Snowman,eng,https://images.gr-assets.com/books/1355497688m/489972.jpg,30000,50,Ok
8621,Jay Crownover,2014,"Nash (Marked Men, #4)",,https://images.gr-assets.com/books/1391031509m/18655937.jpg,30000,50,Ok
8622,Quinn Loftis,2012,"Just One Drop (The Grey Wolves, #3)",en-GB,https://images.gr-assets.com/books/1325565121m/13363270.jpg,30000,50,Ok
8623,"Carl Sagan, Ann Druyan",1997,Billions & Billions: Thoughts on Life and Death at the Brink of the Millennium,,https://images.gr-assets.com/books/1366573520m/61665.jpg,30000,50,Ok
8624,John Sandford,2009,"Rough Country (Virgil Flowers, #3)",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8625,John Updike,1971,Rabbit Redux (Rabbit Angstrom #2),eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8626,Lemony Snicket,2002,Lemony Snicket: The Unauthorized Autobiography (A Series of Unfortunate Events companion),,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8627,Winston Graham,1945,"Ross Poldark (Poldark, #1)",eng,https://images.gr-assets.com/books/1360785361m/194618.jpg,30000,50,Ok
8628,Gregg Hurwitz,2016,"Orphan X (Orphan X, #1)",eng,https://images.gr-assets.com/books/1435262799m/25663888.jpg,30000,50,Ok
8629,Bella Andre,2011,"The Look of Love (San Francisco Sullivans, #1; The Sullivans, #1)",eng,https://images.gr-assets.com/books/1398783845m/11757975.jpg,30000,50,Ok
8630,Stephen King,2010,Blockade Billy,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8631,Robert Ludlum,1973,The Matlock Paper,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8632,Roland Merullo,2007,Breakfast with Buddha,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8633,"Suetonius, Michael Grant, Robert Graves",119,The Twelve Caesars,eng,https://images.gr-assets.com/books/1347187766m/29022.jpg,30000,50,Ok
8634,"Ibraheem Abbas, إبراهيم عباس, Yasser Bahjatt",2013,حوجن [Ḥawjan],ara,https://images.gr-assets.com/books/1370371939m/18039755.jpg,30000,50,Ok
8635,Bernard Cornwell,1988,"Sharpe's Rifles (Sharpe, #6)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
8636,R.A. Salvatore,1999,"Vector Prime (Star Wars: The New Jedi Order, #1)",eng,https://images.gr-assets.com/books/1412181316m/192214.jpg,30000,50,Ok
8637,Scott Westerfeld,2005,"Touching Darkness (Midnighters, #2)",en-US,https://images.gr-assets.com/books/1315537376m/24767.jpg,30000,50,Ok
